Liga,Inning,Mitad Del Inning,Evento,Outs Antes De Jugada,Corredores Inicio De Jugada,Carreras Antes De Jugada,Carreras Anotadas En Jugada,Outs En Juego,Outs Despues De Jugada,Corredores Despues De Jugada,Carreras Despues De Jugada,Carreras Final Inning
SNB60,5,bottom,G. Aviles  es Out de fly.,2,1--,1,0,1,3,1--,1,1
SNB60,6,top,N. Gonzalez  es Out de fly al jardin izquierdo.,0,---,0,0,1,1,---,0,0
SNB60,6,top,Y. Manduley  se embasa por Error probabilidad de Out de rolling 6.,1,---,0,0,0,1,1--,0,0
SNB60,6,top,P. Almeida  es Out de fly al jardin central.,1,1--,0,0,1,2,1--,0,0
SNB60,6,top,"Y. Pacheco  se embasa por FCH de rolling 64. Y. Manduley  es Out, ",2,1--,0,0,1,3,1--,0,0
SNB60,6,bottom,C. Benitez  batea Doble de linea al jardin central.,0,---,0,0,0,0,-2-,0,6
SNB60,6,bottom,"L. Cedeno  conecta Jonron de fly al jardin izquierdo. C. Benitez  anota, ",0,-2-,0,2,0,0,---,2,6
SNB60,6,bottom,D. Garcia  batea Sencillo de rolling al jardin izquierdo .,0,---,2,0,0,0,1--,2,6
SNB60,6,bottom,"I. Prieto  es Out de rolling 43. D. Garcia  avanza a Tercera Base, ",0,-2-,2,0,1,1,--3,2,6
SNB60,6,bottom,D. Jimenez  se Poncha.,1,--3,2,0,1,2,--3,2,6
SNB60,6,bottom,R. Santos  recibe Pelotazo.,2,--3,2,0,0,2,1-3,2,6
SNB60,6,bottom,"O. Abreu  recibe Pelotazo. R. Santos  avanza a Segunda Base, ",2,1-3,2,0,0,2,123,2,6
SNB60,6,bottom,"R. Santos  batea Sencillo de linea al jardin central. O. Abreu  avanza a Segunda Base, R. Santos  anota, D. Garcia  anota",2,123,2,2,0,2,-2-,4,6
SNB60,6,bottom,"G. Aviles  se embasa por FCH de rolling . R. Santos  avanza a Segunda Base, O. Abreu  avanza a Tercera Base, ",2,-2-,4,0,0,2,123,4,6
SNB60,6,bottom,"C. Benitez  batea Sencillo de fly al jardin derecho. G. Aviles  avanza a Segunda Base, R. Santos  anota, O. Abreu  anota",2,123,4,2,0,2,12-,6,6
SNB60,6,bottom,"L. Cedeno  se embasa por FCH de rolling 64. C. Benitez  es Out, ",2,12-,6,0,1,3,12-,6,6
SNB60,7,top,Y. Gonzalez  batea Sencillo de rolling al jardin izquierdo .,0,---,0,0,0,0,1--,0,0
SNB60,7,top,E. Magana  se Poncha.,0,1--,0,0,1,1,1--,0,0
SNB60,7,top,"N. Batista  batea para Doble Play de rolling 6443. Y. Gonzalez  es Out, ",1,1--,0,0,2,3,---,0,0
SNB60,7,bottom,D. Palma  es Out de fly al jardin derecho.,0,---,0,0,1,1,---,0,0
SNB60,7,bottom,I. Prieto  se embasa por Error probabilidad de Out de rolling 4.,1,---,0,0,0,1,1--,0,0
SNB60,7,bottom,"Y. Milan  batea para Doble Play de rolling 4663. I. Prieto  es Out, ",1,1--,0,0,2,3,---,0,0
SNB60,8,top,L. Laffita  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,8,top,L. Leyva  es Out de fly al jardin central.,1,---,0,0,1,2,---,0,0
SNB60,8,top,N. Gonzalez  recibe Base por Bolas.,2,---,0,0,0,2,1--,0,0
SNB60,8,top,M. Aguiar  es Out de fly al jardin derecho.,2,1--,0,0,1,3,1--,0,0
SNB60,8,bottom,R. Santos  recibe Base por Bolas.,0,---,0,0,0,0,1--,0,0
SNB60,8,bottom,O. Abreu  es Out de fly al jardin derecho.,0,1--,0,0,1,1,1--,0,0
SNB60,8,bottom,"R. Santos  se embasa por FCH de rolling 64. R. Santos  es Out, ",1,1--,0,0,1,2,---,0,0
SNB60,8,bottom,"G. Aviles  recibe Base por Bolas. R. Santos  avanza a Segunda Base, ",2,---,0,0,0,2,12-,0,0
SNB60,8,bottom,"Y. Pompa  se embasa por FCH de rolling 5. R. Santos  es Out, ",2,12-,0,0,1,3,1--,0,0
SNB60,9,top,P. Almeida  batea Sencillo de linea al jardin central.,0,---,0,0,0,0,1--,0,0
SNB60,9,top,"Y. Pacheco  batea para Doble Play de rolling 6443. P. Almeida  es Out, ",0,1--,0,0,2,2,---,0,0
SNB60,9,top,Y. Gonzalez  es Out de rolling 53.,2,---,0,0,1,3,---,0,0
SNB60,1,top,B. Roque  batea Sencillo de linea al jardin izquierdo.,0,---,0,0,0,0,1--,0,1
SNB60,1,top,"L. Sanchez  es Out de rolling 13. B. Roque  avanza a Segunda Base, ",0,1--,0,0,1,1,-2-,0,1
SNB60,1,top,"L. Escalante  se embasa por Error probabilidad de Out de rolling 3. B. Roque  avanza a 3B y anota por error no  probabilidad de Out, ",1,-2-,0,1,0,1,1--,1,1
SNB60,1,top,"R. Delgado  se embasa por FCH de rolling 54. L. Escalante  es Out, ",1,1--,1,0,1,2,1--,1,1
SNB60,1,top,"O. Cremet  recibe Pelotazo. R. Delgado  avanza a Segunda Base, ",2,1--,1,0,0,2,12-,1,1
SNB60,1,top,D. Manso  se Poncha.,2,12-,1,0,1,3,12-,1,1
SNB60,1,bottom,S. Torres  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,1,bottom,M. Fonseca  es Out de rolling 53.,1,---,0,0,1,2,---,0,0
SNB60,1,bottom,Y. Guibert  se Poncha.,2,---,0,0,1,3,---,0,0
SNB60,2,top,Y. Baro  recibe Pelotazo.,0,---,0,0,0,0,1--,0,4
SNB60,2,top,"R. Preval  recibe Base por Bolas. Y. Baro  avanza a Segunda Base, ",0,1--,0,0,0,0,12-,0,4
SNB60,2,top,"Y. Velazquez  sacrificio de Hit de rolling 34. R. Preval  avanza a Segunda Base, Y. Baro  avanza a Tercera Base, ",0,12-,0,0,1,1,-23,0,4
SNB60,2,top,"B. Roque  batea Doble de linea al jardin izquierdo. R. Preval  anota, Y. Baro  anota",1,-23,0,2,0,1,-2-,2,4
SNB60,2,top,"L. Sanchez  batea Doble de linea al jardin derecho. B. Roque  anota, ",1,-2-,2,1,0,1,-2-,3,4
SNB60,2,top,"L. Escalante  es Out de rolling 163. L. Sanchez  avanza a Tercera Base, ",1,-2-,3,0,1,2,--3,3,4
SNB60,2,top,R. Delgado  batea Sencillo de fly al jardin central. L. Sanchez  anota,2,--3,3,1,0,2,1--,4,4
SNB60,2,top,O. Cremet  es Out de fly.,2,1--,4,0,1,3,1--,4,4
SNB60,2,bottom,E. Silva  recibe Base por Bolas.,0,---,0,0,0,0,1--,0,14
SNB60,2,bottom,"R. Sanchez  recibe Pelotazo. E. Silva  avanza a Segunda Base, ",0,1--,0,0,0,0,12-,0,14
SNB60,2,bottom,"A. Labrada  recibe Base por Bolas. R. Sanchez  avanza a Segunda Base, E. Silva  avanza a Tercera Base, ",0,12-,0,0,0,0,123,0,14
SNB60,2,bottom,"D. Ala  batea Sencillo de rolling al jardin central . A. Labrada  avanza a Tercera Base, R. Sanchez  anota, E. Silva  anota",0,123,0,2,0,0,1-3,2,14
SNB60,2,bottom,"O. Ribeaux  se embasa por FCH de rolling 54. D. Ala  es Out, A. Labrada  anota",0,1-3,2,1,1,1,1--,3,14
SNB60,2,bottom,"D. Sevila  batea Sencillo de rolling al jardin central . O. Ribeaux  avanza a Segunda Base, ",1,1--,3,0,0,1,12-,3,14
SNB60,2,bottom,"S. Torres  batea Sencillo de rolling al jardin central 8. D. Sevila  avanza a Tercera Base, O. Ribeaux  anota, ",1,12-,3,1,0,1,1-3,4,14
SNB60,2,bottom,"M. Fonseca  batea Doble de fly al jardin central. S. Torres  anota, D. Sevila  anota",1,1-3,4,2,0,1,-2-,6,14
SNB60,2,bottom,"Y. Guibert  batea Triple de linea al jardin central. M. Fonseca  anota, ",1,-2-,6,1,0,1,--3,7,14
SNB60,2,bottom,E. Silva  recibe Base por Bolas Intencional.,1,--3,7,0,0,1,1-3,7,14
SNB60,2,bottom,"R. Sanchez  batea Sencillo de linea al jardin derecho. E. Silva  avanza a Segunda Base, Y. Guibert  anota",1,1-3,7,1,0,1,12-,8,14
SNB60,2,bottom,"A. Labrada  recibe Pelotazo. R. Sanchez  avanza a Segunda Base, E. Silva  avanza a Tercera Base, ",1,12-,8,0,0,1,123,8,14
SNB60,2,bottom,"D. Ala  se embasa por FCH de rolling 36. A. Labrada  es Out, R. Sanchez  avanza a Tercera Base, E. Silva  anota",1,123,8,1,1,2,1-3,9,14
SNB60,2,bottom,"O. Ribeaux  conecta Jonron de fly al jardin izquierdo. D. Ala  anota, R. Sanchez  anota",2,1-3,9,3,0,2,---,12,14
SNB60,2,bottom,D. Sevila  conecta Jonron de fly al jardin izquierdo.,2,---,12,1,0,2,---,13,14
SNB60,2,bottom,S. Torres  conecta Jonron de fly al jardin izquierdo.,2,---,13,1,0,2,---,14,14
SNB60,2,bottom,M. Fonseca  es Out de rolling 63.,2,---,14,0,1,3,---,14,14
SNB60,3,top,D. Manso  batea Sencillo de rolling .,0,---,0,0,0,0,1--,0,0
SNB60,3,top,"Y. Baro  recibe Pelotazo. D. Manso  avanza a Segunda Base, ",0,1--,0,0,0,0,12-,0,0
SNB60,3,top,"R. Preval  es Out de rolling 43. Y. Baro  avanza a Segunda Base, D. Manso  avanza a Tercera Base, ",0,12-,0,0,1,1,-23,0,0
SNB60,3,top,Y. Velazquez  es Out de rolling 53.,1,-23,0,0,1,2,-23,0,0
SNB60,3,top,B. Roque  es Out de rolling 63.,2,-23,0,0,1,3,-23,0,0
SNB60,3,bottom,Y. Guibert  es Out de rolling 3.,0,---,0,0,1,1,---,0,0
SNB60,3,bottom,E. Silva  es Out de rolling 43.,1,---,0,0,1,2,---,0,0
SNB60,3,bottom,R. Sanchez  es Out de fly al jardin derecho.,2,---,0,0,1,3,---,0,0
SNB60,4,top,L. Sanchez  batea Sencillo de rolling al jardin central .,0,---,0,0,0,0,1--,0,0
SNB60,4,top,"L. Escalante  es Out de rolling 3. L. Sanchez  avanza a Segunda Base, ",0,1--,0,0,1,1,-2-,0,0
SNB60,4,top,L. Hechavarria  es Out de rolling 63.,1,-2-,0,0,1,2,-2-,0,0
SNB60,4,top,O. Cremet  es Out de rolling 43.,2,-2-,0,0,1,3,-2-,0,0
SNB60,4,bottom,A. Labrada  se Poncha.,0,---,0,0,1,1,---,0,1
SNB60,4,bottom,D. Ala  batea Doble de linea al jardin izquierdo.,1,---,0,0,0,1,-2-,0,1
SNB60,4,bottom,O. Ribeaux  se Poncha.,1,-2-,0,0,1,2,-2-,0,1
SNB60,4,bottom,"D. Sevila  batea Doble de linea al jardin central. D. Ala  anota, ",2,-2-,0,1,0,2,-2-,1,1
SNB60,4,bottom,S. Torres  es Out de linea.,2,-2-,1,0,1,3,-2-,1,1
SNB60,5,top,D. Manso  es Out de rolling 43.,0,---,0,0,1,1,---,0,0
SNB60,5,top,O. Morales  es Out de rolling 63.,1,---,0,0,1,2,---,0,0
SNB60,5,top,R. Preval  batea Sencillo de rolling .,2,---,0,0,0,2,1--,0,0
SNB60,5,top,"Y. Velazquez  se embasa por FCH de rolling 64. R. Preval  es Out, ",2,1--,0,0,1,3,1--,0,0
SNB60,5,bottom,M. Fonseca  batea Sencillo de rolling al jardin central .,0,---,0,0,0,0,1--,0,0
SNB60,5,bottom,"Y. Guibert  batea Sencillo de fly al jardin izquierdo. M. Fonseca  avanza a Segunda Base, ",0,1--,0,0,0,0,12-,0,0
SNB60,5,bottom,"E. Silva  batea para Doble Play de rolling 663. Y. Guibert  es Out, M. Fonseca  avanza a Tercera Base, ",0,12-,0,0,2,2,--3,0,0
SNB60,5,bottom,R. Sanchez  es Out de rolling 63.,2,--3,0,0,1,3,--3,0,0
SNB60,6,top,B. Roque  batea Sencillo de fly al jardin central.,0,---,0,0,0,0,1--,0,3
SNB60,6,top,"L. Sanchez  batea Sencillo de linea al jardin central. B. Roque  avanza a Segunda Base, ",0,1--,0,0,0,0,12-,0,3
SNB60,6,top,L. Escalante  es Out de fly.,0,-23,0,0,1,1,-23,0,3
SNB60,6,top,L. Hechavarria  es Out de fly.,1,-23,0,0,1,2,-23,0,3
SNB60,6,top,"O. Cremet  conecta Jonron de fly al jardin izquierdo. L. Sanchez  anota, L. Sanchez  anota",2,-23,0,3,0,2,--3,3,3
SNB60,6,top,Y. Darces  es Out de fly al jardin izquierdo.,2,--3,3,0,1,3,--3,3,3
SNB60,6,bottom,A. Labrada  recibe Base por Bolas.,0,---,0,0,0,0,1--,0,1
SNB60,6,bottom,"D. Ala  es Out de rolling 53. A. Labrada  avanza a Tercera Base, ",0,-2-,0,0,1,1,--3,0,1
SNB60,6,bottom,O. Ribeaux  batea Sencillo de rolling al jardin izquierdo .,1,---,1,0,0,1,1--,1,1
SNB60,6,bottom,D. Sevila  se Poncha.,1,1--,1,0,1,2,1--,1,1
SNB60,6,bottom,S. Torres  es Out de linea al jardin izquierdo.,2,1--,1,0,1,3,1--,1,1
SNB60,7,top,O. Morales  se Poncha.,0,---,0,0,1,1,---,0,2
SNB60,7,top,R. Preval  conecta Jonron de fly al jardin izquierdo.,1,---,0,1,0,1,---,1,2
SNB60,7,top,Y. Velazquez  se Poncha.,1,---,1,0,1,2,---,1,2
SNB60,7,top,B. Roque  batea Sencillo de fly al jardin central.,2,---,1,0,0,2,1--,1,2
SNB60,7,top,"L. Sanchez  batea Sencillo de linea al jardin izquierdo. B. Roque  avanza a Segunda Base, ",2,1--,1,0,0,2,12-,1,2
SNB60,7,top,"L. Escalante  batea Sencillo de fly al jardin central. L. Sanchez  avanza a Segunda Base, B. Roque  anota, ",2,12-,1,1,0,2,12-,2,2
SNB60,7,top,L. Hechavarria  se Poncha.,2,12-,2,0,1,3,12-,2,2
SNB60,7,bottom,M. Fonseca  recibe Base por Bolas.,0,---,0,0,0,0,1--,0,0
SNB60,7,bottom,Y. Guibert  es Out de fly al jardin central.,0,1--,0,0,1,1,1--,0,0
SNB60,7,bottom,O. Silva  es Out de linea al jardin izquierdo.,1,1--,0,0,1,2,1--,0,0
SNB60,7,bottom,Y. Martinez  se Poncha.,2,1--,0,0,1,3,1--,0,0
SNB60,8,top,O. Cremet  se Poncha.,0,---,0,0,1,1,---,0,0
SNB60,8,top,Y. Darces  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,8,top,O. Morales  es Out de fly al jardin derecho.,2,---,0,0,1,3,---,0,0
SNB60,8,bottom,A. Labrada  batea Doble de linea al jardin izquierdo.,0,---,0,0,0,0,-2-,0,0
SNB60,8,bottom,D. Ala  es Out de fly al jardin izquierdo.,0,-2-,0,0,1,1,-2-,0,0
SNB60,8,bottom,O. Ribeaux  se Poncha.,1,--3,0,0,1,2,--3,0,0
SNB60,8,bottom,D. Sevila  se Poncha.,2,--3,0,0,1,3,--3,0,0
SNB60,9,top,R. Preval  es Out de rolling 63.,0,---,0,0,1,1,---,0,0
SNB60,9,top,Y. Velazquez  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,9,top,B. Roque  es Out de rolling 63.,2,---,0,0,1,3,---,0,0
SNB60,1,top,M. Lamontana  es Out de fly al jardin central.,0,---,0,0,1,1,---,0,0
SNB60,1,top,Y. Moreno  es Out de rolling 63.,1,---,0,0,1,2,---,0,0
SNB60,1,top,D. Garcia  es Out de fly.,2,---,0,0,1,3,---,0,0
SNB60,1,bottom,T. Guerra  se Poncha.,0,---,0,0,1,1,---,0,5
SNB60,1,bottom,E. Terry  se Poncha.,1,---,0,0,1,2,---,0,5
SNB60,1,bottom,L. Blanco  recibe Base por Bolas.,2,---,0,0,0,2,1--,0,5
SNB60,1,bottom,"W. Saavedra  batea Doble de linea al jardin derecho. L. Blanco  avanza a Tercera Base, ",2,1--,0,0,0,2,-23,0,5
SNB60,1,bottom,P. Rodriguez  recibe Base por Bolas.,2,-23,0,0,0,2,123,0,5
SNB60,1,bottom,"R. Leon  batea Sencillo de rolling al jardin izquierdo . P. Rodriguez  avanza a Segunda Base, W. Saavedra  avanza a Tercera Base, L. Blanco  anota",2,123,0,1,0,2,123,1,5
SNB60,1,bottom,"Y. Gonzalez  conecta Jonron de fly al jardin central. R. Leon  anota, P. Rodriguez  anota, W. Saavedra  anota",2,123,1,4,0,2,---,5,5
SNB60,1,bottom,P. Duenas  es Out de linea.,2,---,5,0,1,3,---,5,5
SNB60,2,top,J. Jimenez  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,2,top,G. Garbey  es Out de fly al jardin derecho.,1,---,0,0,1,2,---,0,0
SNB60,2,top,O. Pacheco  batea Sencillo de rolling .,2,---,0,0,0,2,1--,0,0
SNB60,2,top,Y. Reyes  recibe Base por Bolas.,2,-2-,0,0,0,2,12-,0,0
SNB60,2,top,"A. Cosme  batea Sencillo de linea al jardin derecho. Y. Reyes  avanza a Segunda Base, O. Pacheco  avanza a Tercera Base, ",2,12-,0,0,0,2,123,0,0
SNB60,2,top,G. Diaz  es Out de rolling 63.,2,123,0,0,1,3,123,0,0
SNB60,2,bottom,O. Pena  recibe Base por Bolas.,0,---,0,0,0,0,1--,0,3
SNB60,2,bottom,T. Guerra  es Out de linea al jardin central.,0,1--,0,0,1,1,1--,0,3
SNB60,2,bottom,"E. Terry  recibe Base por Bolas. O. Pena  avanza a Segunda Base, ",1,1--,0,0,0,1,12-,0,3
SNB60,2,bottom,"L. Blanco  se embasa por FCH de rolling . E. Terry  avanza a Segunda Base, O. Pena  avanza a Tercera Base, ",1,12-,0,0,0,1,123,0,3
SNB60,2,bottom,"W. Saavedra  batea Sencillo de rolling al jardin central . L. Blanco  avanza a Segunda Base, E. Terry  anota, O. Pena  anota",1,123,0,2,0,1,12-,2,3
SNB60,2,bottom,"P. Rodriguez  batea Sencillo de linea al jardin central. W. Saavedra  avanza a Segunda Base, L. Blanco  anota, ",1,12-,2,1,0,1,12-,3,3
SNB60,2,bottom,"R. Leon  recibe Pelotazo. P. Rodriguez  avanza a Segunda Base, W. Saavedra  avanza a Tercera Base, ",1,12-,3,0,0,1,123,3,3
SNB60,2,bottom,"Y. Gonzalez  se embasa por FCH de rolling 2. R. Leon  avanza a Segunda Base, P. Rodriguez  avanza a Tercera Base, W. Saavedra  es Out",1,123,3,0,1,2,123,3,3
SNB60,2,bottom,P. Duenas  es Out de fly al jardin derecho.,2,123,3,0,1,3,123,3,3
SNB60,3,top,M. Lamontana  es Out de rolling 63.,0,---,0,0,1,1,---,0,0
SNB60,3,top,Y. Moreno  es Out de fly al jardin derecho.,1,---,0,0,1,2,---,0,0
SNB60,3,top,D. Garcia  es Out de rolling 63.,2,---,0,0,1,3,---,0,0
SNB60,3,bottom,O. Pena  batea Doble de fly al jardin derecho.,0,---,0,0,0,0,-2-,0,0
SNB60,3,bottom,T. Guerra  es Out de rolling 53.,0,-2-,0,0,1,1,-2-,0,0
SNB60,3,bottom,E. Terry  se Poncha.,1,-2-,0,0,1,2,-2-,0,0
SNB60,3,bottom,L. Blanco  es Out de rolling 43.,2,-2-,0,0,1,3,-2-,0,0
SNB60,4,top,J. Jimenez  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,4,top,G. Garbey  es Out de fly.,1,---,0,0,1,2,---,0,0
SNB60,4,top,O. Pacheco  es Out de rolling 63.,2,---,0,0,1,3,---,0,0
SNB60,4,bottom,W. Saavedra  es Out de rolling 53.,0,---,0,0,1,1,---,0,1
SNB60,4,bottom,P. Rodriguez  es Out de fly.,1,---,0,0,1,2,---,0,1
SNB60,4,bottom,R. Leon  recibe Base por Bolas.,2,---,0,0,0,2,1--,0,1
SNB60,4,bottom,"Y. Gonzalez  batea Doble de rolling al jardin izquierdo . R. Leon  anota, ",2,1--,0,1,0,2,-2-,1,1
SNB60,4,bottom,P. Duenas  es Out de fly.,2,-2-,1,0,1,3,-2-,1,1
SNB60,5,top,Y. Reyes  batea Sencillo de rolling .,0,---,0,0,0,0,1--,0,0
SNB60,5,top,A. Cosme  es Out de fly al jardin central.,0,1--,0,0,1,1,1--,0,0
SNB60,5,top,"G. Diaz  batea Doble de fly al jardin izquierdo. Y. Reyes  avanza a Tercera Base, ",1,1--,0,0,0,1,-23,0,0
SNB60,5,top,M. Lamontana  recibe Base por Bolas.,1,-23,0,0,0,1,123,0,0
SNB60,5,top,"Y. Moreno  se embasa por FCH de rolling 12. M. Lamontana  avanza a Segunda Base, G. Diaz  avanza a Tercera Base, Y. Reyes  es Out",1,123,0,0,1,2,123,0,0
SNB60,5,top,"D. Garcia  se embasa por FCH de rolling 65. Y. Moreno  avanza a Segunda Base, M. Lamontana  es Out, ",2,123,0,0,1,3,123,0,0
SNB60,5,bottom,O. Pena  batea Sencillo de linea al jardin derecho.,0,---,0,0,0,0,1--,0,2
SNB60,5,bottom,"T. Guerra  conecta Jonron de fly al jardin central. O. Pena  anota, ",0,1--,0,2,0,0,---,2,2
SNB60,5,bottom,R. Martinez  batea Sencillo de rolling al jardin derecho .,0,---,2,0,0,0,1--,2,2
SNB60,5,bottom,"I. Hernandez  se embasa por FCH de rolling 64. R. Martinez  es Out, ",0,1--,2,0,1,1,1--,2,2
SNB60,5,bottom,"F. Gonzalez  se embasa por Error probabilidad de Out de fly al jardin izquierdo. I. Hernandez  avanza a 2B por un error no probabilidad de Out o PB, ",1,1--,2,0,0,1,12-,2,2
SNB60,5,bottom,J. Rodriguez  es Out de fly al jardin central.,1,12-,2,0,1,2,12-,2,2
SNB60,5,bottom,L. Acosta  es Out de fly.,2,12-,2,0,1,3,12-,2,2
SNB60,6,top,J. Jimenez  batea Sencillo de fly.,0,---,0,0,0,0,1--,0,3
SNB60,6,top,"G. Garbey  batea para Doble Play de rolling 5443. J. Jimenez  es Out, ",0,1--,0,0,2,2,---,0,3
SNB60,6,top,O. Pacheco  batea Sencillo de linea al jardin central.,2,---,0,0,0,2,1--,0,3
SNB60,6,top,"Y. Reyes  recibe Base por Bolas. O. Pacheco  avanza a Segunda Base, ",2,1--,0,0,0,2,12-,0,3
SNB60,6,top,"A. Cosme  conecta Jonron de fly al jardin izquierdo. Y. Reyes  anota, O. Pacheco  anota, ",2,12-,0,3,0,2,---,3,3
SNB60,6,top,G. Diaz  se Poncha.,2,---,3,0,1,3,---,3,3
SNB60,6,bottom,R. Lazaga  batea Doble de linea al jardin izquierdo.,0,---,0,0,0,0,-2-,0,5
SNB60,6,bottom,"P. Duenas  batea Sencillo de linea al jardin central. R. Lazaga  anota, ",0,-2-,0,1,0,0,1--,1,5
SNB60,6,bottom,"Y. Ajete  recibe Base por Bolas. P. Duenas  avanza a Segunda Base, ",0,1--,1,0,0,0,12-,1,5
SNB60,6,bottom,"T. Guerra  recibe Base por Bolas. Y. Ajete  avanza a Segunda Base, P. Duenas  avanza a Tercera Base, ",0,12-,1,0,0,0,123,1,5
SNB60,6,bottom,"R. Martinez  batea Sencillo de linea al jardin derecho. T. Guerra  avanza a Segunda Base, Y. Ajete  avanza a Tercera Base, P. Duenas  anota",0,123,1,1,0,0,123,2,5
SNB60,6,bottom,"I. Hernandez  batea Sencillo de rolling al jardin derecho . R. Martinez  avanza a Tercera Base, T. Guerra  anota, Y. Ajete  anota",0,123,2,2,0,0,1-3,4,5
SNB60,6,bottom,F. Gonzalez  se Poncha.,0,-2-,5,0,1,1,-2-,5,5
SNB60,6,bottom,J. Rodriguez  recibe Pelotazo.,1,-2-,5,0,0,1,12-,5,5
SNB60,6,bottom,L. Acosta  se Poncha.,1,12-,5,0,1,2,12-,5,5
SNB60,6,bottom,"R. Lazaga  recibe Base por Bolas. J. Rodriguez  avanza a Segunda Base, I. Hernandez  avanza a Tercera Base, ",2,12-,5,0,0,2,123,5,5
SNB60,6,bottom,L. Garcia  se Poncha.,2,123,5,0,1,3,123,5,5
SNB60,7,top,M. Lamontana  se Poncha.,0,---,0,0,1,1,---,0,0
SNB60,7,top,C. De La Tejeda  es Out de rolling 43.,1,---,0,0,1,2,---,0,0
SNB60,7,top,A. Gonzalez  se Poncha.,2,---,0,0,1,3,---,0,0
SNB60,1,top,J. Hardy  es Out de rolling 43.,0,---,0,0,1,1,---,0,2
SNB60,1,top,L. Rivera  recibe Base por Bolas.,1,---,0,0,0,1,1--,0,2
SNB60,1,top,"Y. Viera  batea Sencillo de linea al jardin central. L. Rivera  avanza a Segunda Base, ",1,1--,0,0,0,1,12-,0,2
SNB60,1,top,"L. Urgelles  batea Sencillo de linea al jardin central. Y. Viera  avanza a Segunda Base, L. Rivera  anota, ",1,12-,0,1,0,1,12-,1,2
SNB60,1,top,"D. Galvez  recibe Base por Bolas. L. Urgelles  avanza a Segunda Base, Y. Viera  avanza a Tercera Base, ",1,12-,1,0,0,1,123,1,2
SNB60,1,top,J. Perez  se Poncha.,1,123,1,0,1,2,123,1,2
SNB60,1,top,A. Jimenez  se Poncha.,2,-23,2,0,1,3,-23,2,2
SNB60,1,bottom,Y. Guillen  batea Sencillo de rolling al jardin izquierdo .,0,---,0,0,0,0,1--,0,2
SNB60,1,bottom,"R. Acevedo  se embasa por FCH de rolling 64. Y. Guillen  es Out, ",0,1--,0,0,1,1,1--,0,2
SNB60,1,bottom,"J. Aloma  batea Doble de fly al jardin central. R. Acevedo  anota, ",1,1--,0,1,0,1,-2-,1,2
SNB60,1,bottom,L. Correa  es Out de rolling 53.,1,-2-,1,0,1,2,-2-,1,2
SNB60,1,bottom,"E. Hernandez  batea Sencillo de linea al jardin derecho. J. Aloma  anota, ",2,-2-,1,1,0,2,1--,2,2
SNB60,1,bottom,"J. Barcelan  batea Sencillo de linea al jardin central. E. Hernandez  avanza a Segunda Base, ",2,1--,2,0,0,2,12-,2,2
SNB60,1,bottom,"J. Torriente  se embasa por FCH de rolling 64. J. Barcelan  es Out, ",2,12-,2,0,1,3,12-,2,2
SNB60,2,top,J. Acebal  es Out de fly.,0,---,0,0,1,1,---,0,0
SNB60,2,top,E. Rodriguez  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,2,top,J. Hardy  se Poncha.,2,---,0,0,1,3,---,0,0
SNB60,2,bottom,O. Valdes  es Out de rolling 63.,0,---,0,0,1,1,---,0,0
SNB60,2,bottom,C. Lopez  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,2,bottom,Y. Guillen  es Out de rolling 53.,2,---,0,0,1,3,---,0,0
SNB60,3,top,L. Rivera  es Out de rolling 3.,0,---,0,0,1,1,---,0,2
SNB60,3,top,Y. Viera  recibe Base por Bolas.,1,---,0,0,0,1,1--,0,2
SNB60,3,top,"L. Urgelles  conecta Jonron de fly al jardin central. Y. Viera  anota, ",1,1--,0,2,0,1,---,2,2
SNB60,3,top,D. Galvez  es Out de fly al jardin izquierdo.,1,---,2,0,1,2,---,2,2
SNB60,3,top,J. Perez  es Out de fly al jardin derecho.,2,---,2,0,1,3,---,2,2
SNB60,3,bottom,R. Acevedo  se Poncha.,0,---,0,0,1,1,---,0,1
SNB60,3,bottom,J. Aloma  batea Sencillo de linea al jardin izquierdo.,1,---,0,0,0,1,1--,0,1
SNB60,3,bottom,L. Correa  se Poncha.,1,1--,0,0,1,2,1--,0,1
SNB60,3,bottom,"E. Hernandez  batea Sencillo de linea al jardin central. J. Aloma  avanza a Segunda Base, ",2,1--,0,0,0,2,12-,0,1
SNB60,3,bottom,"J. Barcelan  batea Doble de linea al jardin izquierdo. E. Hernandez  avanza a Tercera Base, J. Aloma  anota, ",2,12-,0,1,0,2,-23,1,1
SNB60,3,bottom,J. Torriente  recibe Base por Bolas Intencional.,2,-23,1,0,0,2,123,1,1
SNB60,3,bottom,"O. Valdes  se embasa por FCH de rolling 54. J. Torriente  es Out, ",2,123,1,0,1,3,123,1,1
SNB60,4,top,A. Jimenez  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,4,top,J. Acebal  es Out de rolling 63.,1,---,0,0,1,2,---,0,0
