Liga,Inning,Mitad Del Inning,Evento,Outs Antes De Jugada,Corredores Inicio De Jugada,Carreras Antes De Jugada,Carreras Anotadas En Jugada,Outs En Juego,Outs Despues De Jugada,Corredores Despues De Jugada,Carreras Despues De Jugada,Carreras Final Inning
SNB60,6,bottom,D. Pena  conecta un Fly de sacrificio de fly al jardin central. R. Vinales  anota,1,123,1,1,1,2,12-,2,3
SNB60,6,bottom,"H. Castillo  batea Sencillo de rolling al jardin derecho . A. De La Cruz  avanza a Tercera Base, E. Lalana  anota, ",2,12-,2,1,0,2,1-3,3,3
SNB60,6,bottom,D. Fernandez  es Out de rolling 31.,2,1-3,3,0,1,3,1-3,3,3
SNB60,7,top,E. Portela  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,7,top,E. Vassel  es Out de fly al jardin derecho.,1,---,0,0,1,2,---,0,0
SNB60,7,top,B. Rodriguez  se Poncha.,2,---,0,0,1,3,---,0,0
SNB60,1,top,E. Rojas  es Out de rolling 63.,0,---,0,0,1,1,---,0,3
SNB60,1,top,J. Hardy  conecta Jonron de linea al jardin derecho.,1,---,0,1,0,1,---,1,3
SNB60,1,top,D. Galvez  recibe Pelotazo.,1,---,1,0,0,1,1--,1,3
SNB60,1,top,"L. Rivera  batea Sencillo de linea al jardin derecho. D. Galvez  avanza a Segunda Base, ",1,1--,1,0,0,1,12-,1,3
SNB60,1,top,Y. Viera  es Out de fly al jardin derecho.,1,12-,1,0,1,2,12-,1,3
SNB60,1,top,"L. Urgelles  batea Doble de fly al jardin derecho. L. Rivera  anota, D. Galvez  anota, ",2,12-,1,2,0,2,-2-,3,3
SNB60,1,bottom,O. Lopez  es Out de rolling 43.,0,---,0,0,1,1,---,0,0
SNB60,1,bottom,Y. Millan  es Out de rolling 43.,1,---,0,0,1,2,---,0,0
SNB60,1,bottom,Y. Manduley  es Out de rolling 13.,2,---,0,0,1,3,---,0,0
SNB60,2,top,J. Perez  se Poncha.,0,---,0,0,1,1,---,0,0
SNB60,2,top,J. Acebal  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,2,top,E. Rodriguez  recibe Pelotazo.,2,---,0,0,0,2,1--,0,0
SNB60,2,top,"E. Rojas  batea Doble de rolling al jardin izquierdo . E. Rodriguez  avanza a Tercera Base, ",2,1--,0,0,0,2,-23,0,0
SNB60,2,top,J. Hardy  es Out de rolling 43.,2,-23,0,0,1,3,-23,0,0
SNB60,2,bottom,J. Pena  conecta Jonron de fly al jardin central.,0,---,0,1,0,0,---,1,1
SNB60,2,bottom,M. Gorguet  es Out de rolling 53.,0,---,1,0,1,1,---,1,1
SNB60,2,bottom,Y. Pacheco  es Out de rolling 63.,1,---,1,0,1,2,---,1,1
SNB60,2,bottom,F. Aballe  se Poncha.,2,---,1,0,1,3,---,1,1
SNB60,3,top,D. Galvez  batea Sencillo de rolling al jardin izquierdo .,0,---,0,0,0,0,1--,0,3
SNB60,3,top,L. Rivera  es Out de fly al jardin central.,0,1--,0,0,1,1,1--,0,3
SNB60,3,top,"Y. Viera  batea Sencillo de linea al jardin derecho. D. Galvez  avanza a Segunda Base, ",1,1--,0,0,0,1,12-,0,3
SNB60,3,top,"L. Urgelles  batea Doble de linea al jardin central. Y. Viera  anota, D. Galvez  anota, ",1,12-,0,2,0,1,-2-,2,3
SNB60,3,top,"J. Perez  batea Sencillo de rolling . L. Urgelles  avanza a Tercera Base, ",1,-2-,2,0,0,1,1-3,2,3
SNB60,3,top,"J. Acebal  conecta un Fly de sacrificio de fly al jardin izquierdo. J. Perez  avanza a Segunda Base, L. Urgelles  anota",1,1-3,2,1,1,2,-2-,3,3
SNB60,3,top,E. Rodriguez  es Out de rolling 53.,2,-2-,3,0,1,3,-2-,3,3
SNB60,3,bottom,Y. Gonzalez  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,3,bottom,M. Aguiar  batea Doble de fly al jardin central.,1,---,0,0,0,1,-2-,0,0
SNB60,3,bottom,O. Lopez  recibe Pelotazo.,1,-2-,0,0,0,1,12-,0,0
SNB60,3,bottom,Y. Millan  es Out de fly.,1,12-,0,0,1,2,12-,0,0
SNB60,3,bottom,Y. Manduley  es Out de fly.,2,12-,0,0,1,3,12-,0,0
SNB60,4,top,E. Rojas  batea Sencillo de rolling al jardin central .,0,---,0,0,0,0,1--,0,1
SNB60,4,top,"J. Hardy  es Out de rolling 43. E. Rojas  avanza a Tercera Base, ",0,-2-,0,0,1,1,--3,0,1
SNB60,4,top,D. Galvez  batea Sencillo de linea al jardin izquierdo. E. Rojas  anota,1,--3,0,1,0,1,1--,1,1
SNB60,4,top,"L. Rivera  recibe Base por Bolas. D. Galvez  avanza a Segunda Base, ",1,1--,1,0,0,1,12-,1,1
SNB60,4,top,"Y. Viera  batea para Doble Play de rolling 6443. L. Rivera  es Out, ",1,12-,1,0,2,3,-2-,1,1
SNB60,4,bottom,J. Pena  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,4,bottom,M. Gorguet  es Out de rolling 13.,1,---,0,0,1,2,---,0,0
SNB60,4,bottom,Y. Pacheco  es Out de rolling 53.,2,---,0,0,1,3,---,0,0
SNB60,5,top,L. Urgelles  se embasa por Error probabilidad de Out y llega a 2B de fly al jardin derecho.,0,---,0,0,0,0,-2-,0,1
SNB60,5,top,A. Jimenez  batea Sencillo de rolling al jardin izquierdo . L. Urgelles  anota,0,--3,0,1,0,0,1--,1,1
SNB60,5,top,"J. Acebal  batea Sencillo de fly al jardin izquierdo. A. Jimenez  avanza a Segunda Base, ",0,1--,1,0,0,0,12-,1,1
SNB60,5,top,E. Rodriguez  es Out de linea al jardin derecho.,0,12-,1,0,1,1,12-,1,1
SNB60,5,top,"E. Rojas  se embasa por FCH de rolling 65. J. Acebal  avanza a Segunda Base, A. Jimenez  es Out, ",1,12-,1,0,1,2,12-,1,1
SNB60,5,top,J. Hardy  es Out de fly al jardin izquierdo.,2,12-,1,0,1,3,12-,1,1
SNB60,5,bottom,F. Aballe  recibe Base por Bolas.,0,---,0,0,0,0,1--,0,0
SNB60,5,bottom,Y. Gonzalez  se Poncha.,0,1--,0,0,1,1,1--,0,0
SNB60,5,bottom,M. Aguiar  es Out de fly.,1,1--,0,0,1,2,1--,0,0
SNB60,5,bottom,"O. Lopez  se embasa por FCH de rolling 46. F. Aballe  es Out, ",2,1--,0,0,1,3,1--,0,0
SNB60,6,top,D. Galvez  es Out de rolling 63.,0,---,0,0,1,1,---,0,0
SNB60,6,top,L. Rivera  batea Sencillo de rolling al jardin central .,1,---,0,0,0,1,1--,0,0
SNB60,6,top,"Y. Viera  batea Sencillo de linea al jardin derecho. L. Rivera  avanza a Segunda Base, ",1,1--,0,0,0,1,12-,0,0
SNB60,6,top,"L. Urgelles  se embasa por FCH de rolling 64. Y. Viera  es Out, L. Rivera  avanza a Tercera Base, ",1,12-,0,0,1,2,1-3,0,0
SNB60,6,top,"A. Jimenez  se embasa por FCH de rolling 46. L. Urgelles  es Out, ",2,1-3,0,0,1,3,1-3,0,0
SNB60,6,bottom,Y. Millan  batea Sencillo de rolling .,0,---,0,0,0,0,1--,0,0
SNB60,6,bottom,Y. Manduley  es Out de fly al jardin derecho.,0,1--,0,0,1,1,1--,0,0
SNB60,6,bottom,"J. Pena  se embasa por FCH de rolling 54. Y. Millan  es Out, ",1,1--,0,0,1,2,1--,0,0
SNB60,6,bottom,M. Gorguet  es Out de fly al jardin derecho.,2,1--,0,0,1,3,1--,0,0
SNB60,7,top,J. Acebal  es Out de fly al jardin central.,0,---,0,0,1,1,---,0,0
SNB60,7,top,E. Rodriguez  recibe Pelotazo.,1,---,0,0,0,1,1--,0,0
SNB60,7,top,"E. Rojas  batea para Doble Play de rolling 6443. E. Rodriguez  es Out, ",1,1--,0,0,2,3,---,0,0
SNB60,7,bottom,Y. Pacheco  es Out de fly al jardin central.,0,---,0,0,1,1,---,0,0
SNB60,7,bottom,F. Aballe  es Out de rolling 1.,1,---,0,0,1,2,---,0,0
SNB60,7,bottom,Y. Gonzalez  es Out de rolling 43.,2,---,0,0,1,3,---,0,0
SNB60,8,top,J. Hardy  se embasa por Error probabilidad de Out y llega a 2B de rolling 6.,0,---,0,0,0,0,-2-,0,1
SNB60,8,top,"D. Galvez  es Out de rolling 43. J. Hardy  avanza a Tercera Base, ",0,-2-,0,0,1,1,--3,0,1
SNB60,8,top,L. Rivera  es Out de rolling 43. J. Hardy  anota,1,--3,0,1,1,2,---,1,1
SNB60,8,top,L. Rojas  batea Sencillo de rolling al jardin izquierdo .,2,---,1,0,0,2,1--,1,1
SNB60,8,top,L. Urgelles  es Out de rolling 53.,2,1--,1,0,1,3,1--,1,1
SNB60,8,bottom,M. Aguiar  es Out de fly al jardin central.,0,---,0,0,1,1,---,0,0
SNB60,8,bottom,O. Lopez  es Out de rolling 63.,1,---,0,0,1,2,---,0,0
SNB60,8,bottom,Y. Millan  es Out de rolling 63.,2,---,0,0,1,3,---,0,0
SNB60,9,top,A. Jimenez  batea Sencillo de rolling al jardin derecho .,0,---,0,0,0,0,1--,0,1
SNB60,9,top,"L. Ponce  batea Sencillo de rolling al jardin derecho . A. Jimenez  avanza a Segunda Base, ",0,1--,0,0,0,0,12-,0,1
SNB60,9,top,L. Aguila  se Poncha.,0,12-,0,0,1,1,12-,0,1
SNB60,9,top,"J. Bring  es Out de rolling al jardin derecho 99. L. Ponce  avanza a 3B por un error no probabilidad de Out o PB, A. Jimenez  anota por un error no probabilidad de Out o PB",1,-23,0,0,1,2,-23,0,1
SNB60,9,top,J. Hardy  recibe Base por Bolas.,2,-23,0,0,0,2,123,0,1
SNB60,9,top,"D. Galvez  batea Sencillo de linea al jardin central. J. Hardy  avanza a Segunda Base, L. Ponce  anota",2,123,0,1,0,2,123,1,1
SNB60,9,top,L. Rivera  es Out de fly al jardin izquierdo.,2,123,1,0,1,3,123,1,1
SNB60,9,bottom,Y. Manduley  batea Sencillo de rolling .,0,---,0,0,0,0,1--,0,0
SNB60,9,bottom,"J. Pena  batea Sencillo de linea al jardin central. Y. Manduley  avanza a Segunda Base, ",0,1--,0,0,0,0,12-,0,0
SNB60,9,bottom,M. Gorguet  es Out de fly al jardin derecho.,1,-2-,0,0,1,2,-2-,0,0
SNB60,9,bottom,Y. Pacheco  es Out de fly al jardin central.,2,-2-,0,0,1,3,-2-,0,0
SNB60,1,top,Y. Guillen  es Out de rolling 43.,0,---,0,0,1,1,---,0,0
SNB60,1,top,J. Torriente  es Out de rolling 63.,1,---,0,0,1,2,---,0,0
SNB60,1,top,J. Aloma  batea Sencillo de linea al jardin derecho.,2,---,0,0,0,2,1--,0,0
SNB60,1,top,L. Correa  es Out de fly al jardin derecho.,2,1--,0,0,1,3,1--,0,0
SNB60,1,bottom,R. Santos  batea Sencillo de rolling al jardin derecho .,0,---,0,0,0,0,1--,0,0
SNB60,1,bottom,R. Santos  se Poncha.,0,1--,0,0,1,1,---,0,0
SNB60,1,bottom,"G. Aviles  batea para Doble Play de rolling 663. R. Santos  es Out, ",1,---,0,0,2,3,---,0,0
SNB60,2,top,J. Barcelan  batea Sencillo de rolling al jardin derecho .,0,---,0,0,0,0,1--,0,0
SNB60,2,top,E. Hernandez  es Out de fly al jardin izquierdo.,0,1--,0,0,1,1,1--,0,0
SNB60,2,top,"R. Legra  batea para Doble Play de rolling 3663. J. Barcelan  es Out, ",1,1--,0,0,2,3,---,0,0
SNB60,2,bottom,C. Benitez  es Out de rolling 43.,0,---,0,0,1,1,---,0,1
SNB60,2,bottom,L. Cedeno  es Out de fly al jardin central.,1,---,0,0,1,2,---,0,1
SNB60,2,bottom,I. Prieto  batea Sencillo de fly al jardin central.,2,---,0,0,0,2,1--,0,1
SNB60,2,bottom,"O. Abreu  batea Doble de fly al jardin derecho. I. Prieto  anota, ",2,1--,0,1,0,2,-2-,1,1
SNB60,2,bottom,D. Jimenez  es Out de rolling 63.,2,-2-,1,0,1,3,-2-,1,1
SNB60,3,top,F. Morejon  es Out de linea.,0,---,0,0,1,1,---,0,0
SNB60,3,top,D. Blanco  batea Sencillo de rolling al jardin central .,1,---,0,0,0,1,1--,0,0
SNB60,3,top,Y. Guillen  es Out de fly al jardin derecho.,1,1--,0,0,1,2,1--,0,0
SNB60,3,top,"J. Torriente  se embasa por FCH de rolling 6. D. Blanco  es Out, ",2,1--,0,0,1,3,1--,0,0
SNB60,3,bottom,A. Sanchez  batea Sencillo de rolling .,0,---,0,0,0,0,1--,0,0
SNB60,3,bottom,R. Santos  es Out de linea al jardin central.,0,1--,0,0,1,1,1--,0,0
SNB60,3,bottom,"R. Santos  se embasa por FCH de rolling 46. A. Sanchez  es Out, ",1,1--,0,0,1,2,1--,0,0
SNB60,3,bottom,G. Aviles  es Out de fly al jardin izquierdo.,2,1--,0,0,1,3,1--,0,0
SNB60,4,top,J. Aloma  se embasa por Error probabilidad de Out y llega a 2B de rolling 6.,0,---,0,0,0,0,-2-,0,0
SNB60,4,top,L. Correa  es Out de fly al jardin izquierdo.,0,-2-,0,0,1,1,-2-,0,0
SNB60,4,top,"J. Barcelan  se embasa por FCH de rolling 16. J. Aloma  es Out, ",1,-2-,0,0,1,2,1--,0,0
SNB60,4,top,E. Hernandez  es Out de fly al jardin central.,2,1--,0,0,1,3,1--,0,0
SNB60,4,bottom,C. Benitez  es Out de fly al jardin central.,0,---,0,0,1,1,---,0,0
SNB60,4,bottom,L. Cedeno  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,4,bottom,I. Prieto  es Out de fly.,2,---,0,0,1,3,---,0,0
SNB60,5,top,R. Legra  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,5,top,F. Morejon  es Out de fly al jardin derecho.,1,---,0,0,1,2,---,0,0
SNB60,5,top,D. Blanco  es Out de fly.,2,---,0,0,1,3,---,0,0
SNB60,5,bottom,O. Abreu  es Out de fly al jardin derecho.,0,---,0,0,1,1,---,0,0
SNB60,5,bottom,D. Jimenez  es Out de rolling 43.,1,---,0,0,1,2,---,0,0
SNB60,5,bottom,A. Sanchez  se embasa por Error probabilidad de Out y llega a 2B de rolling 5.,2,---,0,0,0,2,-2-,0,0
SNB60,5,bottom,R. Santos  recibe Base por Bolas.,2,-2-,0,0,0,2,12-,0,0
SNB60,5,bottom,R. Santos  es Out de fly al jardin central.,2,12-,0,0,1,3,-2-,0,0
SNB60,6,top,Y. Guillen  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,6,top,J. Torriente  es Out de rolling 53.,1,---,0,0,1,2,---,0,0
SNB60,6,top,J. Aloma  batea Sencillo de linea al jardin izquierdo.,2,---,0,0,0,2,1--,0,0
SNB60,6,top,"L. Correa  batea Sencillo de rolling al jardin central . J. Aloma  avanza a Segunda Base, ",2,1--,0,0,0,2,12-,0,0
SNB60,6,top,R. Acevedo  es Out de rolling 63.,2,12-,0,0,1,3,12-,0,0
SNB60,6,bottom,G. Aviles  se Poncha.,0,---,0,0,1,1,---,0,0
SNB60,6,bottom,C. Benitez  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,6,bottom,L. Cedeno  recibe Base por Bolas.,2,---,0,0,0,2,1--,0,0
SNB60,6,bottom,I. Prieto  es Out de rolling 13.,2,1--,0,0,1,3,1--,0,0
SNB60,7,top,E. Hernandez  es Out de rolling 3.,0,---,0,0,1,1,---,0,0
SNB60,7,top,R. Legra  batea Sencillo de rolling al jardin izquierdo .,1,---,0,0,0,1,1--,0,0
SNB60,7,top,"O. Valdes  batea para Doble Play de rolling 4663. R. Legra  es Out, ",1,1--,0,0,2,3,---,0,0
SNB60,7,bottom,O. Abreu  es Out de linea.,0,---,0,0,1,1,---,0,0
SNB60,7,bottom,D. Jimenez  batea Doble de linea al jardin izquierdo.,1,---,0,0,0,1,-2-,0,0
SNB60,7,bottom,A. Sanchez  se Poncha.,1,-2-,0,0,1,2,-2-,0,0
SNB60,7,bottom,R. Santos  se Poncha.,2,-2-,0,0,1,3,-2-,0,0
SNB60,8,top,D. Blanco  se Poncha.,0,---,0,0,1,1,---,0,0
SNB60,8,top,Y. Guillen  batea Sencillo de rolling al jardin izquierdo .,1,---,0,0,0,1,1--,0,0
SNB60,8,top,"J. Torriente  es Out de linea. Y. Guillen  es Out, ",1,-2-,0,0,2,3,---,0,0
SNB60,8,bottom,R. Santos  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,8,bottom,G. Aviles  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,8,bottom,C. Benitez  se Poncha.,2,---,0,0,1,3,---,0,0
SNB60,9,top,J. Aloma  batea Sencillo de linea al jardin izquierdo.,0,---,0,0,0,0,1--,0,2
SNB60,9,top,"L. Correa  conecta Jonron de fly al jardin central. J. Aloma  anota, ",0,1--,0,2,0,0,---,2,2
SNB60,9,top,Y. Urgelles  es Out de fly al jardin izquierdo.,0,---,2,0,1,1,---,2,2
SNB60,9,top,E. Hernandez  es Out de rolling 43.,1,---,2,0,1,2,---,2,2
SNB60,9,top,R. Legra  es Out de rolling 63.,2,---,2,0,1,3,---,2,2
SNB60,9,bottom,L. Cedeno  es Out de rolling 43.,0,---,0,0,1,1,---,0,0
SNB60,9,bottom,D. Garcia  se Poncha.,1,---,0,0,1,2,---,0,0
SNB60,9,bottom,O. Abreu  batea Sencillo de rolling .,2,---,0,0,0,2,1--,0,0
SNB60,9,bottom,G. Garcia  se Poncha.,2,1--,0,0,1,3,1--,0,0
SNB60,1,top,J. Arencibia  batea Doble de linea al jardin central.,0,---,0,0,0,0,-2-,0,2
SNB60,1,top,R. Martinez  es Out de rolling 13.,0,-2-,0,0,1,1,-2-,0,2
SNB60,1,top,"L. Blanco  conecta Jonron de fly al jardin derecho. J. Arencibia  anota, ",1,-2-,0,2,0,1,---,2,2
SNB60,1,top,W. Saavedra  es Out de rolling 63.,1,---,2,0,1,2,---,2,2
SNB60,1,top,P. Rodriguez  es Out de rolling 13.,2,---,2,0,1,3,---,2,2
SNB60,1,bottom,S. Torres  batea Sencillo de linea al jardin izquierdo.,0,---,0,0,0,0,1--,0,2
SNB60,1,bottom,"A. Benavides  se embasa por Error probabilidad de Out de fly al jardin central. S. Torres  avanza a 2B por un error no probabilidad de Out o PB, ",0,1--,0,0,0,0,12-,0,2
SNB60,1,bottom,"Y. Guibert  se embasa por FCH de rolling 146. A. Benavides  es Out, S. Torres  anota",0,1-3,0,1,1,1,1--,1,2
SNB60,1,bottom,"E. Silva  batea Sencillo de rolling al jardin derecho . Y. Guibert  avanza a Segunda Base, ",1,1--,1,0,0,1,12-,1,2
SNB60,1,bottom,"R. Sanchez  batea Sencillo de linea al jardin derecho. E. Silva  avanza a Segunda Base, Y. Guibert  anota, ",1,12-,1,1,0,1,12-,2,2
SNB60,1,bottom,"D. Ala  batea para Doble Play de rolling 4663. R. Sanchez  es Out, ",1,12-,2,0,2,3,-2-,2,2
SNB60,2,top,F. Gonzalez  se Poncha.,0,---,0,0,1,1,---,0,0
SNB60,2,top,R. Leon  batea Sencillo de linea al jardin izquierdo.,1,---,0,0,0,1,1--,0,0
SNB60,2,top,"O. Pena  batea para Doble Play de rolling 4663. R. Leon  es Out, ",1,1--,0,0,2,3,---,0,0
SNB60,2,bottom,A. Labrada  es Out de fly al jardin central.,0,---,0,0,1,1,---,0,0
SNB60,2,bottom,H. Sanchez  es Out de fly al jardin derecho.,1,---,0,0,1,2,---,0,0
SNB60,2,bottom,M. Fonseca  es Out de rolling 63.,2,---,0,0,1,3,---,0,0
SNB60,3,top,P. Duenas  conecta Jonron de fly al jardin izquierdo.,0,---,0,1,0,0,---,1,1
SNB60,3,top,J. Arencibia  es Out de rolling 63.,0,---,1,0,1,1,---,1,1
SNB60,3,top,R. Martinez  se Poncha.,1,---,1,0,1,2,---,1,1
SNB60,3,top,L. Blanco  recibe Base por Bolas.,2,---,1,0,0,2,1--,1,1
SNB60,3,top,W. Saavedra  es Out de fly al jardin derecho.,2,1--,1,0,1,3,1--,1,1
SNB60,3,bottom,S. Torres  es Out de rolling 53.,0,---,0,0,1,1,---,0,3
SNB60,3,bottom,A. Benavides  recibe Base por Bolas.,1,---,0,0,0,1,1--,0,3
SNB60,3,bottom,"Y. Martinez  recibe Base por Bolas. A. Benavides  avanza a Segunda Base, ",1,1--,0,0,0,1,12-,0,3
SNB60,3,bottom,"E. Silva  conecta Jonron de linea al jardin derecho. Y. Martinez  anota, A. Benavides  anota, ",1,12-,0,3,0,1,---,3,3
SNB60,3,bottom,R. Sanchez  es Out de rolling 63.,1,---,3,0,1,2,---,3,3
SNB60,3,bottom,D. Ala  se Poncha.,2,---,3,0,1,3,---,3,3
SNB60,4,top,P. Rodriguez  es Out de rolling 53.,0,---,0,0,1,1,---,0,0
SNB60,4,top,F. Gonzalez  batea Sencillo de rolling .,1,---,0,0,0,1,1--,0,0
SNB60,4,top,"R. Leon  recibe Base por Bolas. F. Gonzalez  avanza a Segunda Base, ",1,1--,0,0,0,1,12-,0,0
SNB60,4,top,"O. Pena  batea para Doble Play de rolling 6443. R. Leon  es Out, ",1,12-,0,0,2,3,-2-,0,0
SNB60,4,bottom,A. Labrada  batea Sencillo de rolling al jardin izquierdo .,0,---,0,0,0,0,1--,0,0
SNB60,4,bottom,"H. Sanchez  es Out de rolling 43. A. Labrada  avanza a Segunda Base, ",0,1--,0,0,1,1,-2-,0,0
SNB60,4,bottom,M. Fonseca  es Out de fly.,1,-2-,0,0,1,2,-2-,0,0
SNB60,4,bottom,S. Torres  es Out de rolling 63.,2,-2-,0,0,1,3,-2-,0,0
SNB60,5,top,P. Duenas  es Out de rolling 63.,0,---,0,0,1,1,---,0,0
SNB60,5,top,J. Arencibia  es Out de fly al jardin izquierdo.,1,---,0,0,1,2,---,0,0
SNB60,5,top,R. Martinez  es Out de rolling 43.,2,---,0,0,1,3,---,0,0
SNB60,5,bottom,A. Benavides  es Out de rolling 63.,0,---,0,0,1,1,---,0,0
SNB60,5,bottom,Y. Martinez  batea Doble de linea al jardin central.,1,---,0,0,0,1,-2-,0,0
SNB60,5,bottom,E. Silva  recibe Base por Bolas Intencional.,1,-2-,0,0,0,1,12-,0,0
SNB60,5,bottom,R. Sanchez  se Poncha.,1,12-,0,0,1,2,12-,0,0
SNB60,5,bottom,D. Ala  se Poncha.,2,12-,0,0,1,3,12-,0,0
SNB60,6,top,L. Blanco  batea Sencillo de linea al jardin derecho.,0,---,0,0,0,0,1--,0,0
SNB60,6,top,W. Saavedra  es Out de fly al jardin central.,0,1--,0,0,1,1,1--,0,0
SNB60,6,top,"P. Rodriguez  es Out de rolling 13. L. Blanco  avanza a Segunda Base, ",1,1--,0,0,1,2,-2-,0,0
SNB60,6,top,F. Gonzalez  se Poncha.,2,-2-,0,0,1,3,-2-,0,0
SNB60,6,bottom,A. Labrada  batea Sencillo de linea al jardin izquierdo.,0,---,0,0,0,0,1--,0,0
SNB60,6,bottom,H. Sanchez  se Poncha.,0,1--,0,0,1,1,1--,0,0
SNB60,6,bottom,M. Fonseca  es Out de fly al jardin izquierdo.,1,-2-,0,0,1,2,-2-,0,0
SNB60,6,bottom,S. Torres  recibe Base por Bolas Intencional.,2,-2-,0,0,0,2,12-,0,0
SNB60,6,bottom,A. Benavides  es Out de fly al jardin central.,2,12-,0,0,1,3,12-,0,0
SNB60,7,top,R. Leon  se Poncha.,0,---,0,0,1,1,---,0,0
SNB60,7,top,J. Rojas  recibe Base por Bolas.,1,---,0,0,0,1,1--,0,0
SNB60,7,top,"P. Duenas  recibe Base por Bolas. J. Rojas  avanza a Segunda Base, ",1,1--,0,0,0,1,12-,0,0
SNB60,7,top,"J. Arencibia  es Out de linea. J. Rojas  es Out, ",1,12-,0,0,2,3,1--,0,0
SNB60,7,bottom,Y. Martinez  batea Doble de linea al jardin central.,0,---,0,0,0,0,-2-,0,2
SNB60,7,bottom,E. Silva  recibe Pelotazo.,0,-2-,0,0,0,0,12-,0,2
SNB60,7,bottom,R. Sanchez  se Poncha.,0,12-,0,0,1,1,12-,0,2
SNB60,7,bottom,L. Guzman  es Out de fly.,1,12-,0,0,1,2,12-,0,2
SNB60,7,bottom,"A. Labrada  recibe Base por Bolas. E. Silva  avanza a Segunda Base, Y. Martinez  avanza a Tercera Base, ",2,12-,0,0,0,2,123,0,2
SNB60,7,bottom,"H. Sanchez  batea Sencillo de rolling al jardin derecho . A. Labrada  avanza a Segunda Base, E. Silva  avanza a Tercera Base, Y. Martinez  anota",2,123,0,1,0,2,123,1,2
SNB60,7,bottom,"O. Silva  batea Sencillo de linea al jardin derecho. H. Sanchez  avanza a Segunda Base, A. Labrada  avanza a Tercera Base, E. Silva  anota",2,123,1,1,0,2,123,2,2
SNB60,7,bottom,"S. Torres  se embasa por FCH de rolling 5. O. Silva  avanza a Segunda Base, H. Sanchez  es Out, ",2,123,2,0,1,3,123,2,2
SNB60,8,top,R. Martinez  es Out de rolling 13.,0,---,0,0,1,1,---,0,0
SNB60,8,top,L. Blanco  batea Sencillo de linea al jardin central.,1,---,0,0,0,1,1--,0,0
SNB60,8,top,"W. Saavedra  se embasa por FCH de rolling 64. L. Blanco  es Out, ",1,1--,0,0,1,2,1--,0,0
SNB60,8,top,"P. Rodriguez  se embasa por FCH de rolling 54. W. Saavedra  es Out, ",2,1--,0,0,1,3,1--,0,0
SNB60,8,bottom,A. Benavides  batea Sencillo de rolling .,0,---,0,0,0,0,1--,0,2
SNB60,8,bottom,Y. Martinez  se Poncha.,0,1--,0,0,1,1,1--,0,2
SNB60,8,bottom,"E. Silva  batea Sencillo de rolling al jardin derecho . A. Benavides  avanza a Tercera Base, ",1,1--,0,0,0,1,1-3,0,2
SNB60,8,bottom,"R. Sanchez  batea Sencillo de rolling al jardin central . E. Silva  avanza a Segunda Base, A. Benavides  anota",1,1-3,0,1,0,1,12-,1,2
SNB60,8,bottom,Y. Perez  es Out de fly al jardin izquierdo.,1,12-,1,0,1,2,12-,1,2
SNB60,8,bottom,"A. Labrada  batea Sencillo de rolling al jardin izquierdo . R. Sanchez  avanza a Segunda Base, E. Silva  anota, ",2,12-,1,1,0,2,12-,2,2
SNB60,8,bottom,H. Sanchez  se Poncha.,2,12-,2,0,1,3,12-,2,2
SNB60,9,top,R. Lazaga  batea Doble de linea al jardin izquierdo.,0,---,0,0,0,0,-2-,0,0
SNB60,9,top,L. Acosta  es Out de fly al jardin izquierdo.,0,-2-,0,0,1,1,-2-,0,0
SNB60,9,top,J. Rojas  recibe Base por Bolas.,1,-2-,0,0,0,1,12-,0,0
SNB60,9,top,"T. Guerra  batea Sencillo de rolling al jardin izquierdo . J. Rojas  avanza a Segunda Base, R. Lazaga  avanza a Tercera Base, ",1,12-,0,0,0,1,123,0,0
SNB60,9,top,"J. Arencibia  batea para Doble Play de rolling 6443. T. Guerra  es Out, ",1,123,0,0,2,3,-23,0,0
SNB60,1,top,M. Lamontana  es Out de rolling 63.,0,---,0,0,1,1,---,0,0
SNB60,1,top,Y. Moreno  recibe Base por Bolas.,1,---,0,0,0,1,1--,0,0
SNB60,1,top,"D. Garcia  batea Sencillo de rolling al jardin derecho . Y. Moreno  avanza a Segunda Base, ",1,1--,0,0,0,1,12-,0,0
SNB60,1,top,R. Proenza  es Out de fly al jardin central.,1,12-,0,0,1,2,12-,0,0
SNB60,1,top,A. Cosme  se Poncha.,2,12-,0,0,1,3,12-,0,0
SNB60,1,bottom,B. Roque  recibe Base por Bolas.,0,---,0,0,0,0,1--,0,0
SNB60,1,bottom,"Y. Baro  es Out de linea. B. Roque  es Out, ",0,1--,0,0,2,2,---,0,0
SNB60,1,bottom,D. Manso  se Poncha.,2,---,0,0,1,3,---,0,0
SNB60,2,top,J. Jimenez  es Out de rolling 43.,0,---,0,0,1,1,---,0,0
