"equipo_local","equipo_visitante","fecha","hora","estadio","inning","bateando","parte_del_inning","evento","id_evento"
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","cmg","top","H. Bravo  recibe Base por Bolas.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","cmg","top","Y. Flores  se Poncha.",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","cmg","top","L. Segura  batea Sencillo de fly al jardin central. H. Bravo  avanza a Tercera Base, ",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","cmg","top","A. Ayala  conecta un Fly de sacrificio de fly al jardin central. H. Bravo  anota",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","cmg","top","Y. Samon  es Out de linea al jardin derecho.",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","mtz","bottom","A. Medina  se embasa por Error probabilidad de Out de rolling 6.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","mtz","bottom","A. Sanchez  es Out de rolling 3. A. Medina  avanza a Segunda Base, ",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","mtz","bottom","J. Delgado  es Out de fly al jardin central. A. Medina  avanza a Tercera Base, ",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","1","mtz","bottom","Y. Santoya  se Poncha.",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","cmg","top","L. Gonzalez  batea Doble de linea al jardin izquierdo.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","cmg","top","L. Moa  batea Sencillo de rolling al jardin central . L. Gonzalez  avanza a Tercera Base, ",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","cmg","top","Y. Yanes  batea Doble de linea al jardin central. L. Moa  avanza a Tercera Base, L. Gonzalez  anota",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","cmg","top","J. Alvarez  es Out de rolling 53.",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","cmg","top","H. Bravo  se Poncha.",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","cmg","top","Y. Flores  es Out de rolling 53.",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","mtz","bottom","Y. Duque  batea Sencillo de fly al jardin derecho.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","mtz","bottom","J. Vazquez  es Out de fly al jardin central.",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","mtz","bottom","E. Blanco  batea Sencillo de rolling al jardin izquierdo . Y. Duque  avanza a Segunda Base, ",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","mtz","bottom","A. Perez  se Poncha.",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","mtz","bottom","M. Esquerres  batea Doble de linea al jardin central. E. Blanco  anota, Y. Duque  anota, ",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","2","mtz","bottom","A. Medina  es Out de fly.",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","cmg","top","L. Segura  batea Sencillo de linea al jardin central.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","cmg","top","A. Ayala  conecta Jonron de fly al jardin central. L. Segura  anota, ",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","cmg","top","Y. Samon  es Out de linea al jardin derecho.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","cmg","top","L. Gonzalez  es Out de linea.",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","cmg","top","L. Moa  se embasa por Error probabilidad de Out de rolling 5.",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","cmg","top","Y. Yanes  continua bateando. L. Moa  avanza a Segunda Base, ",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","cmg","top","Y. Yanes  batea Sencillo de rolling al jardin derecho . L. Moa  anota, ",6
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","cmg","top","J. Alvarez  es Out de linea al jardin central.",7
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","mtz","bottom","A. Sanchez  es Out de rolling 43.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","mtz","bottom","J. Delgado  es Out de fly al jardin derecho.",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","3","mtz","bottom","Y. Santoya  es Out de rolling 53.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","4","cmg","top","H. Bravo  es Out de rolling 63.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","4","cmg","top","Y. Flores  es Out de rolling 13.",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","4","cmg","top","L. Segura  es Out de linea al jardin izquierdo.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","4","mtz","bottom","Y. Duque  es Out de rolling 31.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","4","mtz","bottom","J. Vazquez  batea Sencillo de rolling al jardin izquierdo .",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","4","mtz","bottom","E. Blanco  es Out de fly al jardin derecho.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","4","mtz","bottom","A. Perez  se embasa por FCH de rolling 4. J. Vazquez  avanza a 2B por un error no probabilidad de Out o PB, ",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","4","mtz","bottom","M. Esquerres  es Out de fly al jardin derecho.",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","cmg","top","A. Ayala  es Out de fly al jardin central.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","cmg","top","Y. Samon  es Out de rolling 53.",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","cmg","top","L. Gonzalez  es Out de rolling 43.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","mtz","bottom","A. Medina  es Out de rolling 43.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","mtz","bottom","A. Sanchez  batea Sencillo de rolling al jardin derecho .",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","mtz","bottom","J. Delgado  conecta Jonron de linea al jardin central. A. Sanchez  anota, ",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","mtz","bottom","Y. Santoya  batea Sencillo de linea al jardin derecho.",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","mtz","bottom","Y. Duque  es Out de fly al jardin central.",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","5","mtz","bottom","J. Vazquez  es Out de fly al jardin central.",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","L. Moa  batea Doble de linea al jardin central.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Y. Yanes  se embasa por Error probabilidad de Out y llega a 2B de rolling 5. L. Moa  anota por un error no probabilidad de Out o PB, ",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","J. Alvarez  recibe Pelotazo.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Cierre de actuacion del Lanzador #58 - Y. Yera  [ INN: 5.0, BE: 27, VB: 24, C: 8, CL: 6 ]",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Cambio de Lanzador Entra D. Mena  - Sale Y. Yera ",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","H. Bravo  sacrificio de Hit de rolling 13. J. Alvarez  avanza a Segunda Base, Y. Yanes  avanza a Tercera Base, ",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","L. Chapelli  batea Sencillo de rolling al jardin izquierdo . J. Alvarez  avanza a Tercera Base, Y. Yanes  anota",6
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Cierre de actuacion del Lanzador #18 - D. Mena  [ INN: 0.1, BE: 2, VB: 1, C: 1, CL: 1 ]",7
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Cambio de Lanzador Entra I. Castro  - Sale D. Mena ",8
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","L. Segura  batea Sencillo de linea al jardin derecho. L. Chapelli  avanza a Tercera Base, J. Alvarez  anota",9
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Cierre de actuacion del Lanzador #45 - I. Castro  [ INN: 0.0, BE: 1, VB: 1, C: 1, CL: 1 ]",10
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Cambio de Lanzador Entra Y. Blanco  - Sale I. Castro ",11
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","A. Ayala  es Out de rolling 43. L. Segura  avanza a Segunda Base, L. Chapelli  anota",12
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Y. Samon  continua bateando. L. Segura  avanza a Tercera Base, ",13
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Y. Samon  recibe Base por Bolas.",14
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","L. Gonzalez  batea Sencillo de rolling . Y. Samon  avanza a Segunda Base, L. Segura  anota",15
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","L. Moa  batea Sencillo de rolling . L. Gonzalez  avanza a Segunda Base, Y. Samon  avanza a Tercera Base, ",16
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","cmg","top","Y. Yanes  es Out de fly al jardin derecho.",17
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","mtz","bottom","Cambio de LF Entra L. Chapelli  - Sale Y. Flores ",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","mtz","bottom","E. Blanco  es Out de rolling 13.",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","mtz","bottom","A. Perez  es Out de fly.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","6","mtz","bottom","M. Esquerres  es Out de fly.",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","cmg","top","Cierre de actuacion del Lanzador #15 - Y. Blanco  [ INN: 0.2, BE: 5, VB: 4, C: 0, CL: 0 ]",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","cmg","top","Cambio de Lanzador Entra J. Suarez  - Sale Y. Blanco ",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","cmg","top","J. Alvarez  es Out de fly.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","cmg","top","H. Bravo  recibe Base por Bolas.",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","cmg","top","L. Chapelli  batea Sencillo de rolling . H. Bravo  avanza a Segunda Base, ",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","cmg","top","L. Segura  es Out de linea al jardin derecho. H. Bravo  avanza a Tercera Base, ",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","cmg","top","A. Ayala  se embasa por FCH de rolling 64. L. Chapelli  es Out, ",6
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","mtz","bottom","A. Medina  batea Sencillo de linea al jardin central.",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","mtz","bottom","A. Sanchez  se Poncha.",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","mtz","bottom","J. Delgado  es Out de fly al jardin derecho.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","7","mtz","bottom","Y. Santoya  se embasa por FCH de rolling 64. A. Medina  es Out, ",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","Cierre de actuacion del Lanzador #25 - J. Suarez  [ INN: 1.0, BE: 5, VB: 4, C: 0, CL: 0 ]",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","Cambio de Lanzador Entra A. Quesada  - Sale J. Suarez ",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","Y. Samon  recibe Base por Bolas.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","L. Gonzalez  batea Sencillo de rolling al jardin izquierdo . Y. Samon  avanza a Segunda Base, ",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","L. Moa  se Poncha.",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","Y. Yanes  recibe Base por Bolas. L. Gonzalez  avanza a Segunda Base, Y. Samon  avanza a Tercera Base, ",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","Cierre de actuacion del Lanzador #43 - A. Quesada  [ INN: 0.1, BE: 4, VB: 2, C: 0, CL: 0 ]",6
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","Cambio de Lanzador Entra H. Parra  - Sale A. Quesada ",7
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","M. Luis  se Poncha.",8
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","cmg","top","H. Bravo  es Out de rolling 63.",9
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","mtz","bottom","Cierre de actuacion del Lanzador #30 - Y. Cousin  [ INN: 7.0, BE: 31, VB: 31, C: 4, CL: 4 ]",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","mtz","bottom","Cambio de Lanzador Entra R. Soris  - Sale Y. Cousin , Cambio de Receptor Entra L. Gomez  - Sale J. Alvarez ",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","mtz","bottom","Y. Duque  se Poncha.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","mtz","bottom","W. Luis  es Out de fly al jardin central.",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","8","mtz","bottom","E. Blanco  se Poncha.",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","Cambio de Receptor Entra R. Loredo  - Sale A. Perez , Cambio de RF Entra W. Luis  - Sale J. Vazquez ",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","L. Chapelli  batea Sencillo de rolling al jardin izquierdo .",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","L. Segura  es Out de linea.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","A. Ayala  recibe Base por Bolas. L. Chapelli  avanza a Segunda Base, ",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","Y. Samon  batea Sencillo de rolling al jardin derecho . A. Ayala  avanza a Segunda Base, L. Chapelli  anota, ",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","L. Gonzalez  recibe Base por Bolas. Y. Samon  avanza a Segunda Base, A. Ayala  avanza a Tercera Base, ",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","L. Moa  conecta Jonron de fly al jardin izquierdo. L. Gonzalez  anota, Y. Samon  anota, A. Ayala  anota",6
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","Y. Yanes  batea Sencillo de rolling al jardin izquierdo .",7
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","Cierre de actuacion del Lanzador #98 - H. Parra  [ INN: 1.0, BE: 9, VB: 7, C: 5, CL: 5 ]",8
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","Cambio de Lanzador Entra A. Sosa  - Sale H. Parra ",9
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","L. Gomez  batea para Doble Play de rolling 6443. Y. Yanes  es Out, ",10
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","Cambio a la Ofensiva en el Turno 8 Entra S. Menocal - Sale S. Menocal",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","S. Menocal recibe Base por Bolas.",1
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","M. Esquerres  es Out de fly.",2
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","A. Medina  recibe Base por Bolas. S. Menocal avanza a Segunda Base, ",3
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","A. Sanchez  se embasa por FCH de rolling 46. A. Medina  es Out, S. Menocal avanza a Tercera Base, ",4
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","Cierre de actuacion del Lanzador #62 - R. Soris  [ INN: 1.2, BE: 7, VB: 5, C: 2, CL: 2 ]",5
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","Cambio de Lanzador Entra A. Mulato  - Sale R. Soris ",6
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","J. Delgado  batea Sencillo de rolling al jardin izquierdo . A. Sanchez  avanza a Segunda Base, S. Menocal anota",7
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","Y. Santoya  conecta Jonron de fly al jardin izquierdo. J. Delgado  anota, A. Sanchez  anota, ",8
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","Y. Duque  batea Sencillo de linea al jardin derecho.",9
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","Cambio a la Ofensiva en el Turno 5 Entra E. Tamayo  - Sale S. Menocal",10
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","mtz","bottom","W. Luis  se embasa por FCH de rolling 54. Y. Duque  es Out, ",11
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","Cierre de actuacion del Lanzador #34 - A. Sosa  [ INN: 0.2, BE: 1, VB: 1, C: 0, CL: 0 ]",0
"Camagüey","Matanzas","sabado 12, septiembre, 2020","14:00","Victoria de Giron","9","cmg","top","Cierre de actuacion del Lanzador #98 - A. Mulato  [ INN: 0.1, BE: 4, VB: 4, C: 2, CL: 2 ]",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","1","cfg","top","C. Prieto  se Poncha.",0
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","1","cfg","top","R. Lopez  recibe Base por Bolas.",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","1","cfg","top","Y. Ibanez  recibe Base por Bolas. R. Lopez  avanza a Segunda Base, ",2
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","1","cfg","top","P. Quesada  se Poncha.",3
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","1","cfg","top","J. Soriano  es Out de rolling 13.",4
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","1","ssp","bottom","D. Gomez  es Out de fly al jardin central.",0
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","1","ssp","bottom","Y. Mendoza  es Out de rolling 43.",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","1","ssp","bottom","F. Cepeda  es Out de fly al jardin izquierdo.",2
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","D. Perez  batea Sencillo de linea al jardin izquierdo.",0
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","A. Sevilla  recibe Base por Bolas. D. Perez  avanza a Segunda Base, ",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","L. Mateo  batea Doble de fly al jardin izquierdo. A. Sevilla  avanza a Tercera Base, D. Perez  anota, ",2
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","L. Gonzalez  batea Sencillo de linea al jardin central. L. Mateo  anota, A. Sevilla  anota",3
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","C. Prieto  continua bateando. L. Gonzalez  se roba Segunda Base, ",4
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","C. Prieto  es Out de rolling 43. L. Gonzalez  avanza a Tercera Base, ",5
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","R. Lopez  recibe Base por Bolas.",6
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","Y. Ibanez  es Out de fly al jardin central.",7
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","P. Quesada  recibe Base por Bolas. R. Lopez  avanza a Segunda Base, ",8
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","cfg","top","J. Soriano  se embasa por FCH de rolling 64. P. Quesada  es Out, ",9
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","ssp","bottom","G. Cepeda  se Poncha.",0
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","ssp","bottom","D. Palacio  es Out de rolling 463.",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","2","ssp","bottom","D. Ortiz  es Out de rolling 13.",2
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","3","cfg","top","D. Perez  es Out de fly.",0
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","3","cfg","top","A. Sevilla  recibe Pelotazo.",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","3","cfg","top","L. Mateo  batea para Doble Play de rolling 6443. A. Sevilla  es Out, ",2
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","3","ssp","bottom","L. Rodriguez  es Out de fly.",0
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","3","ssp","bottom","L. Fernandez  recibe Pelotazo.",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","3","ssp","bottom","R. Moreno  batea para Doble Play de rolling 443. L. Fernandez  es Out, ",2
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","L. Gonzalez  recibe Base por Bolas.",0
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","C. Prieto  continua bateando. L. Gonzalez  es Out cogido robando, ",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","C. Prieto  batea Sencillo de rolling al jardin central .",2
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","R. Lopez  es Out de fly al jardin izquierdo.",3
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","Y. Ibanez  batea Doble de linea al jardin izquierdo. C. Prieto  anota, ",4
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","Cierre de actuacion del Lanzador #38 - Y. Socarras  [ INN: 3.2, BE: 21, VB: 14, C: 4, CL: 4 ]",5
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","Cambio de Lanzador Entra Y. Hernandez  - Sale Y. Socarras ",6
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","P. Quesada  recibe Pelotazo.",7
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","cfg","top","J. Soriano  es Out de rolling 13.",8
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","ssp","bottom","D. Gomez  es Out de fly al jardin derecho.",0
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","ssp","bottom","Y. Mendoza  batea Sencillo de linea al jardin central.",1
"Cienfuegos","Sancti Spiritus","domingo 13, septiembre, 2020","13:30","Jose Antonio Huelga","4","ssp","bottom","F. Cepeda  batea Sencillo de linea al jardin derecho. Y. Mendoza  avanza a Segunda Base, ",2
