"equipo_local","equipo_visitante","fecha","hora","estadio","inning","bateando","parte_del_inning","evento","id_evento"
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","8","scu","bottom","A. Labrada  batea Doble de linea al jardin izquierdo.",2
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","8","scu","bottom","D. Ala  es Out de fly al jardin izquierdo.",3
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","8","scu","bottom","O. Ribeaux  continua bateando. A. Labrada  avanza a Tercera Base, ",4
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","8","scu","bottom","O. Ribeaux  se Poncha.",5
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","8","scu","bottom","D. Sevila  se Poncha.",6
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","9","gtm","top","Cambio de LF Entra A. Benavides  - Sale D. Ala ",0
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","9","gtm","top","R. Preval  es Out de rolling 63.",1
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","9","gtm","top","Y. Velazquez  se Poncha.",2
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","9","gtm","top","B. Roque  es Out de rolling 63.",3
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","9","gtm","bottom","Cierre de actuacion del Lanzador #40 - U. Mejias  [ INN: 2.1, BE: 8, VB: 8, C: 0, CL: 0 ]",0
"Guantanamo","Santiago De Cuba","martes 06, octubre, 2020","14:00","Guillermon Moncada","9","gtm","bottom","Cierre de actuacion del Lanzador #52 - L. Martin  [ INN: 1.0, BE: 4, VB: 4, C: 0, CL: 0 ]",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","art","top","M. Lamontana  es Out de fly al jardin central.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","art","top","Y. Moreno  es Out de rolling 63.",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","art","top","D. Garcia  es Out de fly.",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","T. Guerra  se Poncha.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","E. Terry  se Poncha.",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","L. Blanco  recibe Base por Bolas.",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","W. Saavedra  batea Doble de linea al jardin derecho. L. Blanco  avanza a Tercera Base, ",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","P. Rodriguez  recibe Base por Bolas.",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","R. Leon  batea Sencillo de rolling al jardin izquierdo . P. Rodriguez  avanza a Segunda Base, W. Saavedra  avanza a Tercera Base, L. Blanco  anota",5
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","Y. Gonzalez  conecta Jonron de fly al jardin central. R. Leon  anota, P. Rodriguez  anota, W. Saavedra  anota",6
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","1","pri","bottom","P. Duenas  es Out de linea.",7
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","art","top","J. Jimenez  es Out de rolling 53.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","art","top","G. Garbey  es Out de fly al jardin derecho.",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","art","top","O. Pacheco  batea Sencillo de rolling .",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","art","top","Y. Reyes  continua bateando. O. Pacheco  avanza a Segunda Base, ",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","art","top","Y. Reyes  recibe Base por Bolas.",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","art","top","A. Cosme  batea Sencillo de linea al jardin derecho. Y. Reyes  avanza a Segunda Base, O. Pacheco  avanza a Tercera Base, ",5
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","art","top","G. Diaz  es Out de rolling 63.",6
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","O. Pena  recibe Base por Bolas.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","T. Guerra  es Out de linea al jardin central.",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","E. Terry  recibe Base por Bolas. O. Pena  avanza a Segunda Base, ",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","L. Blanco  se embasa por FCH de rolling . E. Terry  avanza a Segunda Base, O. Pena  avanza a Tercera Base, ",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","W. Saavedra  batea Sencillo de rolling al jardin central . L. Blanco  avanza a Segunda Base, E. Terry  anota, O. Pena  anota",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","Cierre de actuacion del Lanzador #28 - Y. Garcia  [ INN: 1.1, BE: 13, VB: 9, C: 8, CL: 8 ]",5
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","Cambio de Lanzador Entra A. Perez  - Sale Y. Garcia ",6
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","P. Rodriguez  batea Sencillo de linea al jardin central. W. Saavedra  avanza a Segunda Base, L. Blanco  anota, ",7
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","R. Leon  recibe Pelotazo. P. Rodriguez  avanza a Segunda Base, W. Saavedra  avanza a Tercera Base, ",8
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","Y. Gonzalez  se embasa por FCH de rolling 2. R. Leon  avanza a Segunda Base, P. Rodriguez  avanza a Tercera Base, W. Saavedra  es Out",9
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","2","pri","bottom","P. Duenas  es Out de fly al jardin derecho.",10
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","3","art","top","M. Lamontana  es Out de rolling 63.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","3","art","top","Y. Moreno  es Out de fly al jardin derecho.",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","3","art","top","D. Garcia  es Out de rolling 63.",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","O. Pena  batea Doble de fly al jardin derecho.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","T. Guerra  es Out de rolling 53.",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","E. Terry  se Poncha.",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","3","pri","bottom","L. Blanco  es Out de rolling 43.",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","art","top","J. Jimenez  es Out de rolling 53.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","art","top","G. Garbey  es Out de fly.",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","art","top","O. Pacheco  es Out de rolling 63.",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","W. Saavedra  es Out de rolling 53.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","P. Rodriguez  es Out de fly.",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","R. Leon  recibe Base por Bolas.",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","Cambio a la Ofensiva en el Turno 6 Entra L. Acosta  - Sale R. Leon ",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","Y. Gonzalez  batea Doble de rolling al jardin izquierdo . R. Leon  anota, ",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","4","pri","bottom","P. Duenas  es Out de fly.",5
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","art","top","Cambio de 1B Entra F. Gonzalez  - Sale W. Saavedra , Cambio de LF Entra R. Lazaga  - Sale Y. Gonzalez ",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","art","top","Cambio de CF Entra L. Acosta  - Sale R. Leon ",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","art","top","Y. Reyes  batea Sencillo de rolling .",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","art","top","A. Cosme  es Out de fly al jardin central.",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","art","top","G. Diaz  batea Doble de fly al jardin izquierdo. Y. Reyes  avanza a Tercera Base, ",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","art","top","M. Lamontana  recibe Base por Bolas.",5
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","art","top","Y. Moreno  se embasa por FCH de rolling 12. M. Lamontana  avanza a Segunda Base, G. Diaz  avanza a Tercera Base, Y. Reyes  es Out",6
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","art","top","D. Garcia  se embasa por FCH de rolling 65. Y. Moreno  avanza a Segunda Base, M. Lamontana  es Out, ",7
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","Cierre de actuacion del Lanzador #29 - A. Perez  [ INN: 2.2, BE: 13, VB: 11, C: 1, CL: 1 ]",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","Cambio de Lanzador Entra J. Garcia  - Sale A. Perez , Cambio de 3B Entra Y. Reyes  - Sale D. Garcia ",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","Cambio de SS Entra A. Gonzalez  - Sale Y. Reyes , Cambio de LF Entra C. De La Tejeda  - Sale G. Diaz ",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","Cambio de CF Entra G. Diaz  - Sale Y. Moreno ",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","O. Pena  batea Sencillo de linea al jardin derecho.",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","T. Guerra  conecta Jonron de fly al jardin central. O. Pena  anota, ",5
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","R. Martinez  batea Sencillo de rolling al jardin derecho .",6
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","I. Hernandez  se embasa por FCH de rolling 64. R. Martinez  es Out, ",7
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","F. Gonzalez  se embasa por Error probabilidad de Out de fly al jardin izquierdo. I. Hernandez  avanza a 2B por un error no probabilidad de Out o PB, ",8
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","J. Rodriguez  es Out de fly al jardin central.",9
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","5","pri","bottom","L. Acosta  es Out de fly.",10
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","Cambio de Receptor Entra Y. Ajete  - Sale O. Pena , Cambio de 3B Entra T. Guerra  - Sale P. Rodriguez ",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","Cambio de SS Entra J. Rodriguez , Cambio de CF Entra R. Martinez  - Sale L. Acosta ",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","Cambio de RF Entra L. Acosta  - Sale E. Terry ",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","J. Jimenez  batea Sencillo de fly.",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","G. Garbey  batea para Doble Play de rolling 5443. J. Jimenez  es Out, ",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","O. Pacheco  batea Sencillo de linea al jardin central.",5
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","Y. Reyes  recibe Base por Bolas. O. Pacheco  avanza a Segunda Base, ",6
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","A. Cosme  conecta Jonron de fly al jardin izquierdo. Y. Reyes  anota, O. Pacheco  anota, ",7
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","art","top","G. Diaz  se Poncha.",8
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","R. Lazaga  batea Doble de linea al jardin izquierdo.",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","Cambio de Receptor Entra B. Mera ",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","P. Duenas  batea Sencillo de linea al jardin central. R. Lazaga  anota, ",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","Cambio a la Ofensiva en el Turno 8 Entra L. Garcia  - Sale P. Duenas ",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","Y. Ajete  recibe Base por Bolas. P. Duenas  avanza a Segunda Base, ",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","T. Guerra  recibe Base por Bolas. Y. Ajete  avanza a Segunda Base, P. Duenas  avanza a Tercera Base, ",5
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","Cierre de actuacion del Lanzador #92 - J. Garcia  [ INN: 1.0, BE: 11, VB: 9, C: 6, CL: 6 ]",6
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","Cambio de Lanzador Entra D. Alpizar  - Sale J. Garcia ",7
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","R. Martinez  batea Sencillo de linea al jardin derecho. T. Guerra  avanza a Segunda Base, Y. Ajete  avanza a Tercera Base, P. Duenas  anota",8
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","I. Hernandez  batea Sencillo de rolling al jardin derecho . R. Martinez  avanza a Tercera Base, T. Guerra  anota, Y. Ajete  anota",9
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","F. Gonzalez  continua bateando. I. Hernandez  avanza a Segunda Base, R. Martinez  anota por WP, BK o BDP",10
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","F. Gonzalez  se Poncha.",11
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","J. Rodriguez  recibe Pelotazo.",12
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","L. Acosta  se Poncha.",13
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","R. Lazaga  recibe Base por Bolas. J. Rodriguez  avanza a Segunda Base, I. Hernandez  avanza a Tercera Base, ",14
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","6","pri","bottom","L. Garcia  se Poncha.",15
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","7","art","top","Cierre de actuacion del Lanzador #77 - Y. Dominguez  [ INN: 6.0, BE: 27, VB: 24, C: 3, CL: 3 ]",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","7","art","top","Cambio de Lanzador Entra J. Montano  - Sale Y. Dominguez , Cambio de 2B Entra L. Garcia  - Sale P. Duenas ",1
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","7","art","top","M. Lamontana  se Poncha.",2
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","7","art","top","C. De La Tejeda  es Out de rolling 43.",3
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","7","art","top","A. Gonzalez  se Poncha.",4
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","9","art","bottom","Cierre de actuacion del Lanzador #25 - J. Montano  [ INN: 1.0, BE: 3, VB: 3, C: 0, CL: 0 ]",0
"Artemisa","Pinar del Rio","miercoles 07, octubre, 2020","10:00","Capitan San Luis","9","art","bottom","Cierre de actuacion del Lanzador #97 - D. Alpizar  [ INN: 1.0, BE: 7, VB: 5, C: 1, CL: 1 ]",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ijv","top","J. Hardy  es Out de rolling 43.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ijv","top","L. Rivera  recibe Base por Bolas.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ijv","top","Y. Viera  batea Sencillo de linea al jardin central. L. Rivera  avanza a Segunda Base, ",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ijv","top","L. Urgelles  batea Sencillo de linea al jardin central. Y. Viera  avanza a Segunda Base, L. Rivera  anota, ",3
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ijv","top","D. Galvez  recibe Base por Bolas. L. Urgelles  avanza a Segunda Base, Y. Viera  avanza a Tercera Base, ",4
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ijv","top","J. Perez  se Poncha.",5
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ijv","top","A. Jimenez  continua bateando. D. Galvez  avanza a 2B por un error no probabilidad de Out o PB, L. Urgelles  avanza a 3B por un error no probabilidad de Out o PB, Y. Viera  anota por un error no probabilidad de Out o PB",6
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ijv","top","A. Jimenez  se Poncha.",7
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ind","bottom","Y. Guillen  batea Sencillo de rolling al jardin izquierdo .",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ind","bottom","R. Acevedo  se embasa por FCH de rolling 64. Y. Guillen  es Out, ",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ind","bottom","J. Aloma  batea Doble de fly al jardin central. R. Acevedo  anota, ",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ind","bottom","L. Correa  es Out de rolling 53.",3
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ind","bottom","E. Hernandez  batea Sencillo de linea al jardin derecho. J. Aloma  anota, ",4
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ind","bottom","J. Barcelan  batea Sencillo de linea al jardin central. E. Hernandez  avanza a Segunda Base, ",5
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","1","ind","bottom","J. Torriente  se embasa por FCH de rolling 64. J. Barcelan  es Out, ",6
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","2","ijv","top","J. Acebal  es Out de fly.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","2","ijv","top","E. Rodriguez  se Poncha.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","2","ijv","top","J. Hardy  se Poncha.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","2","ind","bottom","O. Valdes  es Out de rolling 63.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","2","ind","bottom","C. Lopez  se Poncha.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","2","ind","bottom","Y. Guillen  es Out de rolling 53.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ijv","top","L. Rivera  es Out de rolling 3.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ijv","top","Y. Viera  recibe Base por Bolas.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ijv","top","L. Urgelles  conecta Jonron de fly al jardin central. Y. Viera  anota, ",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ijv","top","D. Galvez  es Out de fly al jardin izquierdo.",3
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ijv","top","J. Perez  es Out de fly al jardin derecho.",4
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ind","bottom","R. Acevedo  se Poncha.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ind","bottom","J. Aloma  batea Sencillo de linea al jardin izquierdo.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ind","bottom","L. Correa  se Poncha.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ind","bottom","E. Hernandez  batea Sencillo de linea al jardin central. J. Aloma  avanza a Segunda Base, ",3
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ind","bottom","J. Barcelan  batea Doble de linea al jardin izquierdo. E. Hernandez  avanza a Tercera Base, J. Aloma  anota, ",4
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ind","bottom","J. Torriente  recibe Base por Bolas Intencional.",5
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","3","ind","bottom","O. Valdes  se embasa por FCH de rolling 54. J. Torriente  es Out, ",6
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","4","ijv","top","A. Jimenez  es Out de rolling 53.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","4","ijv","top","J. Acebal  es Out de rolling 63.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","4","ijv","top","E. Rodriguez  recibe Base por Bolas.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","4","ijv","top","J. Hardy  continua bateando. E. Rodriguez  se roba Segunda Base, ",3
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","4","ijv","top","J. Hardy  es Out de rolling 31.",4
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","4","ind","bottom","C. Lopez  es Out de fly al jardin izquierdo.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","4","ind","bottom","Y. Guillen  es Out de rolling 63.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","4","ind","bottom","R. Acevedo  es Out de rolling 13.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","5","ijv","top","L. Rivera  es Out de rolling 43.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","5","ijv","top","Y. Viera  es Out de rolling 63.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","5","ijv","top","L. Urgelles  es Out de rolling 63.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","5","ind","bottom","J. Aloma  es Out de fly al jardin izquierdo.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","5","ind","bottom","L. Correa  es Out de rolling 53.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","5","ind","bottom","E. Hernandez  es Out de rolling 43.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","6","ijv","top","D. Galvez  es Out de linea.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","6","ijv","top","J. Perez  es Out de rolling 63.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","6","ijv","top","A. Jimenez  es Out de rolling 63.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","6","ind","bottom","Cambio de LF Entra J. Bring  - Sale J. Perez ",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","6","ind","bottom","J. Barcelan  es Out de fly.",1
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","6","ind","bottom","J. Torriente  es Out de fly al jardin derecho.",2
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","6","ind","bottom","O. Valdes  se Poncha.",3
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","7","ijv","top","J. Acebal  es Out de rolling 53.",0
"Isla De La Juventud","Industriales","miercoles 07, octubre, 2020","12:00","Latinoamericano","7","ijv","top","E. Rodriguez  se Poncha.",1
